Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index
1,48,Yes,6,9,24
8,52,Yes,9,2,45
1,63,No,9,6,41
2,96,No,5,5,75
5,92,Yes,6,5,78
2,77,Yes,6,7,56
7,99,Yes,6,2,91
6,97,No,8,4,84
5,66,Yes,6,1,53
2,77,Yes,8,5,55
1,46,Yes,7,2,16
8,57,No,8,5,52
6,40,Yes,4,4,23
5,48,Yes,7,0,34
9,87,Yes,8,5,87
2,54,Yes,8,1,30
6,91,Yes,5,8,82
7,84,Yes,5,0,73
4,66,No,6,9,48
7,74,Yes,8,7,70
1,98,Yes,9,3,74
8,69,No,4,6,61
6,49,No,9,1,39
4,77,No,7,8,57
1,76,Yes,7,2,51
3,92,No,9,5,72
2,96,No,7,3,72
3,40,No,6,1,16
5,67,Yes,7,6,51
3,40,No,7,6,20
4,62,No,7,4,44
1,93,Yes,4,8,67
9,90,No,7,3,91
2,68,Yes,4,4,46
2,53,No,9,8,32
2,99,Yes,7,6,80
1,89,No,4,7,65
8,45,No,8,7,41
9,50,Yes,8,5,52
9,99,No,5,6,96
5,47,Yes,8,3,35
4,62,Yes,4,6,41
1,49,Yes,4,2,23
4,84,Yes,8,1,66
3,42,Yes,5,5,20
7,41,No,7,6,31
3,88,No,5,8,69
2,59,Yes,4,0,30
4,57,Yes,7,2,40
8,73,No,4,6,64
7,45,Yes,7,2,36
2,45,Yes,8,5,24
2,88,No,9,8,69
6,95,Yes,8,4,84
3,63,Yes,6,2,39
2,91,Yes,7,7,70
4,82,No,8,2,69
9,46,No,8,4,46
8,82,No,9,5,78
1,81,Yes,6,8,59
6,63,No,7,4,51
9,80,No,7,3,81
5,84,No,9,6,76
3,84,No,6,4,67
4,90,Yes,6,8,74
7,90,Yes,9,7,81
7,82,Yes,6,9,75
8,58,Yes,8,2,51
5,57,Yes,9,2,43
1,47,No,9,2,24
7,75,No,8,1,66
4,86,Yes,7,2,70
9,94,Yes,8,5,94
3,62,No,7,6,43
4,95,Yes,7,2,77
9,60,No,7,4,57
4,77,No,5,4,60
7,77,No,9,8,70
3,40,Yes,9,5,18
9,95,Yes,5,9,95
7,80,No,7,2,67
9,78,Yes,7,7,76
8,40,No,7,3,33
6,75,No,8,9,69
8,66,No,5,2,60
2,79,Yes,4,8,56
3,97,Yes,8,0,75
9,64,Yes,6,3,61
4,54,No,7,5,34
1,92,No,9,5,70
6,44,Yes,9,9,34
3,54,Yes,7,6,34
4,93,Yes,4,0,75
9,60,No,8,8,58
5,84,Yes,4,3,70
1,73,No,8,7,46
4,50,Yes,4,7,32
7,93,Yes,7,4,86
2,74,Yes,6,8,49
8,55,No,8,3,49
3,89,Yes,9,2,71
9,54,Yes,9,0,52
3,44,No,6,2,23
9,78,Yes,8,3,75
3,90,Yes,6,2,68
9,96,No,9,3,95
7,72,Yes,5,1,62
9,94,Yes,8,5,94
4,80,Yes,9,1,62
8,56,No,9,4,52
2,69,No,8,3,49
9,69,No,9,7,66
2,84,No,4,1,56
8,40,No,8,3,34
8,81,Yes,9,4,75
7,86,Yes,9,6,82
1,96,No,7,9,72
4,62,Yes,6,9,43
7,48,No,7,7,38
3,97,Yes,6,0,78
6,97,Yes,7,6,88
8,78,Yes,7,6,70
9,97,Yes,9,1,98
4,81,No,7,0,61
2,65,No,5,1,40
3,54,Yes,6,3,38
9,43,No,5,9,39
7,73,No,4,0,61
2,84,No,9,8,65
5,74,Yes,5,9,61
4,93,No,9,4,77
9,76,No,9,8,76
4,81,Yes,6,4,62
8,59,Yes,4,2,53
1,78,No,6,9,50
3,95,Yes,4,2,73
7,66,No,8,1,59
6,49,Yes,7,5,37
4,49,Yes,6,7,32
7,72,Yes,5,7,62
1,98,Yes,9,6,75
2,96,Yes,8,1,72
1,52,Yes,4,4,25
7,62,Yes,9,2,55
1,69,No,8,6,44
8,48,No,7,7,40
7,70,Yes,4,3,60
1,48,No,7,2,20
1,81,Yes,5,4,55
1,71,No,8,6,46
7,91,No,5,2,82
1,96,No,7,9,72
6,83,No,4,4,72
7,97,No,7,7,88
6,44,No,7,4,33
8,42,Yes,8,0,37
9,44,Yes,8,6,39
8,40,No,9,8,35
9,55,Yes,4,2,53
9,42,No,8,6,41
4,46,No,5,0,27
5,69,No,9,7,57
5,65,No,5,4,50
1,75,Yes,9,5,50
6,60,Yes,6,2,50
2,58,No,9,7,38
5,70,Yes,8,0,56
8,67,No,4,3,61
6,65,Yes,5,1,51
7,72,No,8,6,65
2,92,Yes,6,1,68
7,88,Yes,6,8,82
7,94,No,4,2,81
9,61,Yes,4,7,57
2,54,Yes,4,9,30
5,61,Yes,9,5,47
1,86,No,4,9,55
8,53,Yes,6,4,48
9,98,Yes,4,9,96
6,57,Yes,4,5,42
9,73,Yes,5,0,67
3,56,Yes,4,4,35
5,99,No,4,9,83
4,74,Yes,5,5,55
9,68,Yes,7,7,63
2,73,Yes,5,6,51
1,60,No,5,2,33
1,54,No,8,0,31
3,86,Yes,4,8,69
2,86,No,7,2,63
7,47,Yes,5,3,39
7,40,No,8,8,31
3,87,Yes,4,9,67
4,51,Yes,5,0,31
3,62,Yes,6,6,44
7,77,Yes,4,7,69
7,95,No,7,2,86
3,97,Yes,4,2,77
8,91,Yes,7,6,90
2,82,Yes,7,2,61
5,60,Yes,9,3,48
8,60,Yes,6,2,54
7,85,No,9,8,78
2,69,No,8,3,49
4,68,Yes,5,3,53
5,91,Yes,4,8,75
6,87,Yes,4,2,74
8,90,Yes,7,2,84
8,53,No,7,5,45
9,73,No,5,5,68
8,78,Yes,8,3,72
5,70,No,5,3,52
1,69,Yes,4,3,41
6,58,No,4,3,48
2,58,No,6,9,38
8,49,Yes,8,5,43
6,47,No,4,9,33
7,87,No,5,3,74
4,72,No,8,4,52
1,69,Yes,5,1,42
1,72,No,6,1,45
3,80,Yes,7,2,63
6,71,No,5,0,58
3,75,Yes,9,3,56
3,60,Yes,8,8,43
2,66,No,4,5,40
1,61,No,8,3,33
4,97,Yes,4,3,79
6,92,No,8,9,80
5,42,Yes,6,9,25
9,87,No,5,9,84
6,92,Yes,4,0,83
4,90,Yes,8,4,77
8,89,Yes,5,8,80
5,99,Yes,6,0,82
3,49,Yes,9,0,31
7,56,Yes,7,5,46
2,42,No,9,2,20
3,61,Yes,7,4,46
8,42,Yes,6,8,36
5,49,Yes,7,2,31
6,93,Yes,5,6,81
7,42,No,8,3,33
1,61,Yes,9,3,38
7,74,No,7,1,64
1,59,Yes,5,6,32
6,44,Yes,8,0,36
8,67,Yes,4,3,62
4,43,No,6,7,27
8,41,Yes,5,1,33
4,56,Yes,9,9,40
3,80,Yes,4,5,58
9,43,Yes,6,6,40
9,83,Yes,4,2,78
4,83,No,5,5,66
3,74,Yes,6,0,56
3,77,Yes,8,5,61
1,60,Yes,5,3,33
4,82,Yes,7,4,67
8,42,Yes,6,8,36
5,71,No,5,2,59
5,82,No,8,3,66
1,87,Yes,9,4,64
4,41,Yes,5,7,23
7,71,No,5,5,60
3,40,No,4,1,20
8,57,No,6,1,50
8,43,No,9,3,40
7,80,No,8,6,74
8,73,No,9,7,66
9,43,No,4,1,36
9,92,Yes,7,2,89
2,83,Yes,9,7,64
9,85,No,9,1,80
9,89,No,9,9,91
4,86,No,6,5,68
9,91,Yes,4,5,89
5,53,No,6,6,38
6,87,Yes,4,2,73
1,98,Yes,5,5,73
3,40,No,8,8,18
9,62,No,9,5,59
7,47,No,8,5,37
7,91,No,4,3,82
2,62,No,8,9,40
8,94,No,8,6,88
9,72,No,7,6,73
9,40,No,8,2,39
6,63,Yes,6,2,48
7,72,Yes,9,4,69
3,83,Yes,6,4,63
5,60,Yes,4,1,42
8,56,No,6,7,49
1,72,Yes,8,9,49
4,52,Yes,5,1,35
3,51,Yes,4,0,29
7,91,Yes,7,6,87
7,61,No,7,9,55
8,58,No,9,6,54
5,60,No,7,3,44
3,97,Yes,6,5,78
3,67,No,4,3,45
5,48,Yes,8,6,35
5,91,Yes,8,1,78
3,93,No,8,4,76
2,68,No,6,4,43
5,97,Yes,7,4,83
9,55,No,7,3,50
4,93,No,8,3,78
5,83,Yes,4,4,69
2,75,No,9,8,52
1,59,Yes,6,0,35
5,89,Yes,8,6,76
6,60,No,7,3,47
3,96,No,5,5,74
6,81,No,4,2,68
1,67,Yes,7,2,39
7,67,Yes,8,6,60
5,48,Yes,8,1,35
8,56,No,6,5,49
1,96,Yes,5,1,70
1,67,No,9,4,38
8,77,Yes,7,9,70
4,85,No,7,5,66
5,45,Yes,7,4,32
5,69,No,9,9,57
2,60,No,5,7,38
2,79,Yes,6,2,59
1,71,Yes,5,0,45
4,65,Yes,8,6,47
1,75,No,5,9,48
9,57,Yes,5,9,52
4,92,No,4,5,75
8,93,No,8,3,86
9,64,No,6,1,57
4,90,Yes,5,3,72
6,91,No,9,0,81
1,89,Yes,6,0,63
1,92,No,8,0,67
8,82,No,8,3,79
5,54,Yes,5,1,35
5,86,Yes,6,8,73
8,76,Yes,5,4,72
3,95,No,4,7,76
9,75,Yes,6,9,74
9,91,Yes,8,8,92
7,86,Yes,5,5,76
1,67,No,6,8,40
9,56,No,6,3,53
7,79,No,9,0,73
3,97,Yes,6,1,75
8,80,Yes,4,5,71
8,47,No,4,9,40
2,93,No,8,5,71
5,60,No,8,4,47
2,54,Yes,9,6,32
7,84,Yes,4,7,74
8,45,No,5,6,34
2,67,Yes,7,3,44
6,44,No,9,0,33
5,59,No,8,0,43
2,46,No,9,8,23
2,84,No,7,9,63
9,51,No,7,5,50
2,53,Yes,7,4,26
4,73,Yes,7,0,56
8,99,Yes,8,8,96
1,80,Yes,7,0,59
6,55,No,9,7,45
4,89,No,4,3,71
9,55,Yes,6,3,55
6,96,No,5,7,85
7,45,No,4,4,31
3,72,Yes,9,2,50
2,58,Yes,5,9,35
4,88,Yes,7,6,72
5,70,Yes,9,7,57
9,42,No,5,0,37
7,79,No,8,3,72
7,65,Yes,8,9,55
2,59,No,8,3,34
9,83,Yes,6,9,85
9,87,No,7,7,87
4,63,Yes,5,9,47
9,54,Yes,4,7,53
5,75,No,5,1,59
1,86,No,4,6,59
4,86,Yes,7,6,67
4,86,No,7,3,70
3,48,Yes,9,3,26
3,69,No,4,2,51
7,80,Yes,9,9,74
6,64,Yes,4,3,50
5,64,No,5,8,49
9,56,Yes,5,7,50
1,51,Yes,8,1,25
9,60,Yes,6,3,58
3,88,No,4,4,65
8,56,No,7,4,52
6,64,No,6,3,49
3,51,No,7,6,34
1,42,Yes,8,9,13
8,72,No,7,2,67
6,78,No,6,5,66
9,40,No,9,8,34
9,79,No,4,1,75
7,87,No,5,4,78
4,77,No,6,7,58
4,77,Yes,7,9,61
9,51,No,6,1,44
8,78,No,6,8,73
6,64,No,9,9,52
1,56,No,8,2,30
8,88,No,4,7,82
5,86,Yes,4,7,72
5,59,Yes,6,8,45
4,85,No,5,3,65
6,52,No,7,0,38
1,76,No,9,7,53
4,86,No,8,9,68
7,71,No,4,1,61
7,76,No,6,8,68
9,58,No,9,0,54
7,46,No,7,4,36
9,78,Yes,7,7,76
4,46,Yes,7,1,28
2,57,No,7,8,36
3,85,No,6,0,60
9,90,No,5,8,85
7,94,Yes,9,4,87
3,88,Yes,8,5,73
6,82,No,5,4,73
3,48,Yes,9,7,33
6,42,No,9,5,31
7,41,No,7,5,32
4,75,No,6,3,61
4,63,Yes,9,1,42
6,44,Yes,7,7,33
1,54,No,4,8,27
1,84,No,9,9,62
3,72,No,4,8,50
9,56,No,6,6,52
6,53,Yes,6,3,39
9,90,Yes,7,5,85
8,52,No,6,1,44
9,76,Yes,6,5,72
7,58,Yes,9,2,51
6,65,Yes,4,1,56
1,84,Yes,8,3,59
6,84,No,6,6,75
5,60,No,7,0,45
2,77,Yes,6,9,53
8,50,Yes,4,5,44
3,90,No,6,7,73
5,77,Yes,5,8,64
8,56,No,9,0,52
2,60,No,8,2,40
9,59,No,8,1,57
3,99,No,9,9,81
1,85,No,7,8,60
8,72,Yes,4,8,67
2,47,Yes,7,1,25
3,67,Yes,7,4,49
9,72,No,9,7,70
2,66,Yes,7,3,42
5,78,No,5,9,66
1,53,Yes,4,2,29
5,50,No,5,5,31
5,40,Yes,6,9,27
7,60,Yes,9,4,55
3,80,No,6,9,61
4,40,Yes,8,4,26
3,73,Yes,4,6,55
2,54,No,7,0,30
3,92,Yes,7,9,73
1,65,No,8,1,39
7,62,Yes,7,9,54
4,84,No,6,2,68
7,41,No,7,6,31
5,53,No,7,9,38
9,55,Yes,4,2,53
6,68,Yes,9,5,59
1,43,Yes,7,4,16
5,94,No,5,9,82
9,72,No,7,6,73
5,64,No,8,8,50
6,57,No,7,6,48
7,93,No,4,4,84
4,99,No,6,4,80
1,73,Yes,4,3,45
9,41,Yes,4,4,36
6,88,Yes,4,1,74
1,75,No,6,0,50
8,83,No,7,8,79
1,49,Yes,5,7,24
4,97,Yes,5,5,80
9,65,Yes,4,8,62
4,63,Yes,9,1,42
4,62,No,4,3,44
7,59,Yes,6,6,54
5,47,No,9,4,36
3,83,No,6,2,66
4,84,Yes,6,9,64
5,41,No,5,0,25
4,44,Yes,9,1,23
4,78,Yes,9,2,63
9,93,Yes,4,0,91
6,53,Yes,4,4,40
2,60,Yes,6,5,38
6,96,No,6,3,82
1,50,No,7,4,24
1,88,Yes,7,4,65
3,78,No,8,8,57
4,42,Yes,6,8,25
7,66,No,8,2,53
4,90,No,5,5,70
4,60,Yes,4,8,40
8,73,No,4,6,64
6,74,Yes,8,7,60
8,93,No,4,9,87
6,45,No,4,2,30
3,64,Yes,6,0,43
7,69,No,7,1,58
6,85,No,7,2,72
8,84,No,9,2,81
3,75,No,5,6,56
2,77,No,9,3,58
8,45,Yes,4,6,42
3,50,No,7,8,29
4,64,Yes,8,3,48
5,89,Yes,5,2,76
8,61,No,4,6,52
1,95,No,7,4,72
6,75,Yes,4,1,63
1,91,Yes,6,2,66
2,66,No,6,3,42
5,68,Yes,5,3,56
3,64,No,7,1,43
6,68,No,8,1,55
7,64,No,4,5,50
4,49,No,7,7,32
3,95,Yes,4,2,73
2,84,Yes,9,7,64
7,40,No,7,2,29
7,67,Yes,8,4,62
4,87,No,8,4,71
3,57,No,9,0,38
8,82,No,8,3,79
1,78,Yes,9,7,54
9,81,Yes,7,9,82
2,89,No,9,4,67
4,67,No,7,8,51
6,94,Yes,5,1,77
1,44,Yes,8,5,17
9,55,Yes,9,1,55
4,92,Yes,4,7,75
8,71,No,5,7,67
7,89,Yes,9,5,82
4,72,Yes,8,0,56
3,97,Yes,6,1,75
1,49,No,5,7,22
4,49,No,8,5,31
6,81,No,4,2,68
1,59,Yes,5,6,32
3,84,Yes,5,2,63
5,72,Yes,5,0,56
8,45,Yes,9,9,44
9,42,Yes,9,6,39
2,87,No,9,5,67
2,77,No,7,9,52
1,55,No,5,0,31
7,94,Yes,4,4,84
5,81,No,5,7,67
1,56,Yes,4,6,29
3,72,Yes,8,3,54
1,68,No,6,7,41
8,45,Yes,4,0,37
8,70,Yes,7,5,68
6,62,Yes,8,4,49
9,68,No,6,7,64
1,83,No,7,2,58
4,99,No,8,8,81
9,92,No,9,6,93
1,86,No,9,0,59
3,74,No,6,6,54
1,40,No,6,3,12
4,72,Yes,8,7,59
1,98,Yes,8,6,74
9,74,No,9,8,73
3,90,No,5,9,69
7,74,No,8,0,71
4,52,Yes,5,1,35
9,84,Yes,5,3,80
1,64,Yes,7,4,37
5,89,No,5,7,74
6,58,Yes,9,8,51
6,73,No,7,4,63
5,94,Yes,4,0,78
8,97,No,6,3,94
3,60,Yes,5,1,40
8,77,Yes,6,4,71
7,49,No,7,8,37
7,72,No,9,6,62
7,49,No,7,7,39
8,97,Yes,6,1,92
2,45,Yes,4,4,21
6,41,No,8,5,27
8,82,No,8,8,79
8,53,Yes,6,9,51
7,54,No,5,8,47
5,64,No,5,4,49
7,57,Yes,7,8,48
4,59,Yes,8,0,42
2,51,No,5,0,27
3,80,Yes,9,1,58
7,41,No,6,9,30
5,63,No,8,6,52
7,65,No,5,9,57
6,42,No,4,6,27
4,99,Yes,9,0,84
2,52,Yes,8,9,31
9,97,Yes,8,1,94
9,88,Yes,5,4,85
6,54,Yes,5,6,43
2,46,Yes,6,8,21
1,63,Yes,8,3,37
4,80,Yes,8,9,63
9,89,No,9,9,91
4,68,Yes,5,3,53
1,59,No,8,8,35
8,76,Yes,7,8,74
9,40,No,8,2,39
8,46,Yes,6,3,41
5,81,No,7,9,66
6,62,No,4,6,50
8,73,No,4,6,64
2,46,No,4,7,22
1,75,Yes,9,5,50
3,45,Yes,7,4,24
4,40,No,9,4,21
2,60,No,4,5,35
6,64,Yes,4,5,49
3,64,Yes,9,8,43
5,51,No,7,3,37
1,40,No,6,6,16
4,43,No,6,7,27
7,90,Yes,8,9,82
9,55,Yes,8,5,56
6,68,Yes,9,7,61
4,65,Yes,9,2,48
6,82,Yes,9,8,70
6,97,No,5,4,83
2,63,Yes,6,0,39
7,63,No,6,1,54
8,65,Yes,4,8,61
8,88,No,5,8,85
1,60,Yes,8,3,34
5,58,Yes,5,0,40
3,65,No,5,4,44
9,75,No,7,4,71
1,91,Yes,9,5,67
8,88,Yes,7,3,85
4,77,Yes,6,5,61
6,63,No,8,8,52
4,91,No,8,0,74
3,50,No,4,1,26
7,76,No,5,8,69
8,54,No,9,7,57
3,60,No,7,7,42
8,91,Yes,6,7,85
9,59,Yes,4,5,53
4,91,No,6,7,75
4,79,Yes,8,1,60
7,61,No,8,0,53
3,99,No,6,6,79
7,98,No,9,9,94
3,63,Yes,9,8,46
6,63,No,7,9,48
8,77,No,8,5,69
3,95,Yes,9,9,77
8,54,No,8,2,49
8,99,Yes,6,3,94
4,73,Yes,7,8,61
3,80,No,8,7,60
5,79,Yes,4,4,64
7,74,No,8,1,65
9,86,Yes,6,4,83
8,63,Yes,9,5,61
8,43,No,5,9,35
4,65,No,4,0,45
9,92,No,8,6,90
4,45,No,7,7,28
2,96,No,9,6,74
5,62,Yes,7,0,45
9,66,No,9,6,65
8,70,Yes,6,3,66
8,78,Yes,8,3,71
9,93,Yes,5,9,94
1,47,Yes,5,0,18
3,46,Yes,5,0,23
7,92,Yes,8,1,82
8,95,No,6,6,88
8,85,Yes,4,7,80
3,60,Yes,5,1,40
2,41,No,8,8,18
9,81,Yes,7,9,82
3,46,No,5,8,27
4,98,Yes,4,3,78
1,50,Yes,4,1,19
1,52,Yes,8,4,27
4,69,Yes,6,6,54
8,80,No,9,5,72
6,40,No,6,1,24
2,66,No,8,6,41
9,80,Yes,4,8,78
5,53,Yes,8,4,41
1,61,Yes,6,7,35
4,48,No,9,4,31
9,52,Yes,9,9,54
4,96,Yes,7,7,78
1,57,No,7,2,33
6,59,Yes,6,6,47
2,66,No,9,2,42
4,72,Yes,5,5,53
1,80,Yes,4,3,51
2,75,No,6,4,50
1,80,No,5,2,53
5,90,Yes,4,4,73
6,56,No,5,7,47
2,46,No,4,0,18
1,40,No,4,3,15
9,83,Yes,8,9,85
5,72,Yes,7,1,58
7,45,No,4,6,34
5,74,No,8,4,62
8,58,Yes,7,4,56
6,97,No,7,9,85
4,83,No,7,8,64
6,44,No,9,0,33
2,88,No,7,8,70
9,61,Yes,4,7,56
4,68,No,4,4,51
8,51,Yes,4,6,40
8,42,Yes,7,8,38
2,40,No,9,8,16
8,50,Yes,8,6,45
7,89,Yes,9,0,81
3,40,No,4,7,17
3,92,Yes,8,3,73
5,62,No,4,5,47
9,68,No,5,5,66
8,50,Yes,4,5,44
5,89,No,4,6,69
4,76,No,6,3,57
5,58,No,8,2,43
1,58,No,5,1,28
1,60,No,8,3,34
7,67,No,5,5,60
8,69,No,9,5,64
5,90,No,9,9,78
1,70,Yes,8,9,45
2,92,No,8,2,67
6,54,No,7,1,40
5,85,Yes,8,5,70
1,71,Yes,5,0,45
5,56,Yes,9,6,46
4,95,No,9,0,80
3,49,No,4,1,34
8,76,Yes,9,1,71
9,69,No,5,7,66
5,57,No,5,4,39
1,81,No,4,6,58
4,76,Yes,4,7,61
9,52,Yes,8,0,47
8,40,No,9,8,35
5,53,Yes,8,1,41
4,62,Yes,9,9,48
2,81,No,5,2,58
5,77,Yes,6,2,62
7,97,No,9,8,88
8,51,No,5,1,44
5,51,Yes,7,1,37
6,83,Yes,6,7,73
5,74,Yes,7,9,58
8,75,No,8,3,70
7,72,Yes,4,1,65
7,91,Yes,6,3,81
4,79,Yes,9,8,61
2,59,No,7,0,34
8,53,Yes,4,5,46
3,80,No,7,7,59
5,47,No,8,1,31
3,56,No,5,7,36
2,61,No,8,7,40
4,44,Yes,7,6,27
4,40,No,9,3,27
2,87,No,9,2,64
5,91,Yes,6,9,79
9,93,Yes,7,9,93
7,64,Yes,6,7,59
8,87,Yes,5,6,82
1,57,No,5,0,30
5,50,No,4,8,36
2,55,No,8,1,29
9,66,Yes,5,3,62
6,73,Yes,8,5,63
1,54,Yes,5,4,26
3,89,No,4,4,68
2,82,Yes,7,7,61
2,59,Yes,6,4,39
6,86,No,4,2,76
4,81,Yes,5,4,63
7,97,Yes,9,4,89
5,85,No,8,9,68
9,56,No,6,6,52
7,69,Yes,5,7,61
2,52,Yes,8,2,29
3,63,Yes,9,9,45
3,67,Yes,5,1,45
6,61,Yes,5,4,48
1,53,Yes,9,9,30
3,68,No,5,5,49
6,73,Yes,7,1,63
7,54,Yes,6,1,41
1,83,Yes,4,2,53
6,58,Yes,9,4,49
6,41,No,6,4,26
9,61,No,9,9,59
4,95,Yes,9,4,75
9,57,Yes,5,7,55
9,77,No,5,4,71
7,97,Yes,4,9,90
5,83,No,4,6,69
3,90,Yes,8,6,69
3,61,Yes,7,4,46
7,95,Yes,6,3,89
7,65,Yes,6,1,54
2,79,No,5,8,54
9,51,No,6,8,50
3,45,Yes,7,4,24
6,92,No,4,9,79
4,54,Yes,9,7,39
3,67,Yes,9,0,50
7,49,No,5,4,36
1,93,Yes,5,8,68
6,73,Yes,7,0,60
8,66,No,6,7,63
8,49,Yes,9,8,44
4,47,No,4,6,24
4,50,No,4,6,34
5,99,No,4,9,83
3,41,No,8,7,19
5,95,No,9,5,83
3,74,No,9,5,58
5,97,No,7,5,83
2,84,Yes,7,6,65
4,65,Yes,8,6,47
5,97,No,8,2,83
3,78,Yes,5,5,60
3,78,Yes,8,4,59
5,43,Yes,6,4,31
5,63,No,6,0,49
4,93,No,7,9,78
4,51,No,9,2,37
4,61,Yes,8,9,46
8,76,No,4,3,69
6,97,No,9,1,86
8,42,Yes,8,0,37
4,64,Yes,5,5,47
7,50,No,9,5,42
6,53,Yes,5,3,40
6,90,Yes,9,8,81
4,55,No,7,0,41
6,59,No,9,7,49
5,48,Yes,8,6,35
8,53,No,5,1,49
5,82,No,8,3,66
2,90,Yes,5,0,68
8,93,No,7,2,89
8,49,No,9,7,46
9,41,Yes,7,6,39
1,83,Yes,6,9,56
7,40,No,7,6,34
9,71,No,5,7,69
5,75,No,8,7,59
3,80,No,5,7,59
9,56,Yes,9,7,55
9,72,No,5,6,71
6,79,Yes,7,9,70
4,96,No,6,0,78
9,76,No,7,2,71
5,56,Yes,4,9,40
4,52,Yes,5,1,35
2,42,No,4,6,15
2,60,No,4,3,37
8,42,Yes,8,0,34
4,55,Yes,7,8,39
6,65,Yes,4,1,56
4,41,No,8,1,22
4,60,Yes,6,0,42
7,60,Yes,5,5,53
2,52,No,6,1,31
7,40,Yes,6,4,30
9,46,No,7,3,41
9,51,No,6,7,49
7,62,Yes,8,7,54
7,57,No,9,8,49
7,78,Yes,6,2,65
5,75,Yes,6,6,59
7,87,No,5,3,74
9,57,Yes,8,3,51
2,68,No,6,4,43
3,58,No,5,6,37
9,84,No,4,3,77
6,45,No,7,4,32
2,75,No,6,0,49
3,82,Yes,9,5,67
4,93,Yes,5,2,76
3,85,No,5,0,60
5,62,Yes,9,4,46
4,46,Yes,8,1,30
1,74,No,4,0,52
4,92,No,7,8,77
3,67,Yes,4,6,46
7,92,Yes,4,0,81
6,92,No,4,2,80
2,92,Yes,4,3,67
7,70,Yes,9,6,65
5,66,Yes,9,7,54
9,71,Yes,5,0,67
3,89,No,4,4,68
2,58,Yes,4,4,35
4,56,No,9,3,40
8,96,No,8,9,94
8,56,Yes,5,7,51
8,85,Yes,5,7,82
2,78,Yes,8,0,58
4,62,No,6,7,45
3,89,No,5,9,71
5,81,Yes,4,8,72
2,70,Yes,5,6,47
5,77,No,7,5,63
2,54,Yes,9,6,32
8,93,Yes,4,4,85
3,47,No,7,1,23
4,87,Yes,8,4,73
2,73,Yes,8,2,50
5,66,Yes,7,9,54
4,90,Yes,9,6,72
7,53,No,8,8,47
7,90,Yes,7,2,85
6,83,Yes,4,7,69
3,85,No,5,0,60
9,57,Yes,8,7,54
2,71,Yes,4,7,50
2,57,Yes,7,0,34
4,41,No,5,0,21
7,62,No,4,0,50
9,99,Yes,5,6,97
2,49,Yes,6,9,24
5,45,Yes,5,6,31
5,82,No,8,3,67
6,90,Yes,9,1,80
8,61,Yes,8,7,56
2,69,No,8,3,49
4,88,Yes,9,0,74
6,60,Yes,6,4,46
2,82,No,9,2,58
7,99,No,5,4,90
9,78,Yes,6,7,75
3,88,Yes,9,7,74
3,42,Yes,5,0,21
6,90,No,7,9,77
8,88,Yes,5,8,84
6,57,No,9,2,46
2,71,Yes,9,9,54
5,40,Yes,6,7,26
1,42,Yes,5,6,17
4,58,Yes,4,7,39
9,96,No,7,8,94
8,75,No,7,6,69
7,71,No,5,5,60
6,43,Yes,7,4,29
8,94,Yes,5,7,90
9,59,No,5,3,53
8,60,No,4,7,54
6,50,No,5,2,35
9,80,Yes,5,7,76
2,63,Yes,4,6,42
1,77,Yes,6,6,52
3,52,Yes,5,4,33
3,93,No,7,7,78
8,99,No,5,5,92
3,50,Yes,8,4,30
8,78,No,6,4,71
1,85,Yes,6,9,62
6,74,No,6,9,62
5,98,Yes,6,3,84
8,65,Yes,4,2,58
5,44,No,6,4,29
5,86,Yes,6,7,72
1,93,No,4,2,65
5,80,Yes,7,5,65
8,58,No,8,1,52
6,47,No,9,8,36
1,55,Yes,7,4,30
1,40,No,4,8,12
9,78,Yes,4,1,73
5,84,No,6,5,72
5,87,Yes,9,2,77
5,50,Yes,9,7,40
4,83,Yes,6,4,65
1,83,No,7,0,54
8,56,Yes,9,9,51
9,83,No,8,7,83
6,92,Yes,7,9,80
7,60,Yes,5,5,51
6,62,No,4,3,51
8,74,No,5,5,67
9,52,Yes,5,4,46
5,60,No,9,0,49
2,51,No,9,9,28
9,48,Yes,8,1,45
4,88,No,4,8,70
1,78,No,4,6,52
9,72,Yes,5,2,66
1,74,No,5,2,46
4,45,No,6,8,29
3,53,No,7,2,34
6,55,No,7,1,41
8,48,Yes,7,2,44
9,74,Yes,6,5,69
2,59,No,6,2,37
9,84,Yes,6,2,81
2,49,No,6,4,26
5,86,Yes,5,1,71
7,67,Yes,8,4,62
2,50,Yes,7,9,29
8,68,Yes,5,1,58
4,81,No,4,6,56
1,67,No,9,4,38
7,91,No,8,7,79
8,95,Yes,9,6,93
3,79,Yes,9,2,60
7,74,No,8,1,64
9,94,No,9,1,91
8,98,No,6,7,92
8,53,No,7,1,46
7,87,No,7,8,76
4,93,No,6,1,72
1,42,No,4,3,11
7,51,Yes,6,8,45
8,94,Yes,8,7,89
9,74,Yes,7,6,73
2,87,No,4,9,67
3,67,Yes,6,0,48
7,62,Yes,9,2,56
3,42,Yes,5,5,20
4,97,No,4,1,81
1,49,No,9,3,24
9,56,Yes,5,4,53
7,82,Yes,8,8,74
8,81,Yes,9,3,77
9,74,Yes,8,4,75
6,89,No,6,9,79
3,70,No,4,1,48
4,96,Yes,8,9,82
5,80,Yes,7,1,67
2,52,No,6,0,26
6,57,No,4,0,41
